kameo_name,category,subcategory,parent_command,move_name,command,hit_damage,block_damage,fblock_damage,block_type,startup,active,recovery,cancel,hit_advantage,block_advantage,fblock_advantage,properties,notes
Khameleon,Kameo Moves,Mileena Disguise,,Sai,F+KAMEO,45.00,,,Unblockable,17,,,,109,,,,• Requires Mileena Disguise to perform
Khameleon,Kameo Moves,Kitana Disguise,,Fan Toss,KAMEO,70.00,28.750,,Mid,19,46,,,72,-6,-6,,• Requires Kitana Disguise to perform
Khameleon,Kameo Moves,Kitana Disguise,,Fan Lift,F+KAMEO,,,,,,,,,,,,,• Requires Kitana Disguise to perform
Khameleon,Kameo Moves,Kitana Disguise,F+KAMEO,(Close) Fan Lift,"F+KAMEO, Hold B",,,,,,,,,,,,,• Requires Kitana Disguise to perform
Khameleon,Kameo Moves,Kitana Disguise,F+KAMEO,(Far) Fan Lift,"F+KAMEO, Hold F",,,,,,,,,,,,,• Requires Kitana Disguise to perform
Khameleon,Kameo Moves,Throws,,The New Pink,F+THROW or F+1+3,130.00,,,Throw,10,2,33,,7,,,,"• Requires Jade Disguise to perform
• Shove performed instead when Kameo is unavailable"
Khameleon,Kameo Moves,Throws,,Petite Yet Saizable,F+THROW or F+1+3,90.00,,,Throw,10,2,33,,31,,,,"• Requires Mileena Disguise to perform
• Shove performed instead when Kameo is unavailable"
Khameleon,Kameo Moves,Throws,,Fanpleaser,F+THROW or F+1+3,110.00,,,Throw,10,2,33,,7,,,,"• Requires Kitana Disguise to perform
• Shove performed instead when Kameo is unavailable"
Khameleon,Kameo Moves,Kameo Fatality,,(Close) Fantasize,"DFD,KAMEO",,,,,,,,,,,,,
Khameleon,Kameo Moves,Kameo Fatality,"DFD,KAMEO",Easy Fatality,Hold EX+1,,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Kung Lao,Kameo Moves,Special Moves,,Away We Go,KAMEO,,,,,8,13,84,,,,,Armor,• Has Armor
Kung Lao,Kameo Moves,Special Moves,KAMEO,Away We Go (Air),Hold KAMEO,,,,,8,13,,,,,,Armor,"• Has Armor
• Cancelable into air attacks"
Kung Lao,Kameo Moves,Special Moves,,Buzz Saw,B+KAMEO,60.00,17.500,,Low,24,,19,,19,-3,-3,,
Kung Lao,Kameo Moves,Special Moves,B+KAMEO,Buzz Saw (Delay),Hold KAMEO,60.00,17.500,,Low,24,199,,,,,,,
Kung Lao,Kameo Moves,Special Moves,,Spin,F+KAMEO,40.00,15.000,,Mid,23,15,17,,70,-15,-15,Invulnerability,• Has Invulnerability when performed as a Getup or Reversal
Kung Lao,Kameo Moves,Special Moves,,Orbiting Hat,D+KAMEO,60.00,17.500,,Mid,21,181,22,,38,10,10,,
Kung Lao,Kameo Moves,Special Moves,D+KAMEO,Wobbly Orbit,Hold KAMEO,60.00,17.500,,Mid,21,181,22,,37,9,9,,
Kung Lao,Kameo Moves,Throws,,Rapid-Fire Blows,F+THROW or F+1+3,120.00,,,Throw,10,2,33,,12,,,,• Shove performed instead when Kameo is unavailable
Kung Lao,Kameo Moves,Kameo Fatality,,(Mid) Klean Kut,"FBF,KAMEO",,,,,,,,,,,,,• Jump Distance
Kung Lao,Kameo Moves,Kameo Fatality,"FBF,KAMEO",Easy Fatality,Hold EX+1,,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Mavado,Kameo Moves,Special Moves,,Trap Drop,KAMEO,44.00,42.500,30.000,Mid,78,85,0,,276,0,0,,"• Trap activates if foe is nearby
• Active trap pulls foes in briefly, then emits stunning shock
• Trap disappears after a duration if not activated"
Mavado,Kameo Moves,Special Moves,,Nomad's Touch,B+KAMEO,80.00,,,High,19,8,19,125,24,10,10,,"• If successful, knocks down both fighters"
Mavado,Kameo Moves,Special Moves,,Best Feet Forward,F+KAMEO,50.00,16.500,,Mid,12,13,17,,0,0,0,,• Can only be used while foe is vulnerable to a Juggle Kombo
Mavado,Kameo Moves,Special Moves,,Just Dessert,F+KAMEO,60.00,17.500,,Mid,12,10,16,,46,24,24,,"• Costs 2 bars of Super Meter
• Can only be used after performing a Flawless Block"
Mavado,Kameo Moves,Special Moves,,Sliding Home,D+KAMEO,50.00,16.500,,Low,23,14,12,,0,0,0,,"• Can only be used while foe is knocked down, being thrown, or laying prone during Delayed Getup"
Mavado,Kameo Moves,Special Moves,,Nindrop,U+KAMEO,50.00,16.500,,Mid,8,8,1,,0,0,0,,• Can only be used while foe is vulnerable to a Juggle Kombo
Mavado,Kameo Moves,Throws,,Dragon Killer,F+THROW or F+1+3,110.00,,,Throw,10,2,33,,4,,,,• Shove performed instead when Kameo is unavailable
Mavado,Kameo Moves,Kameo Fatality,,(Mid) Katapult,"BDD,KAMEO",,,,,,,,,,,,,
Mavado,Kameo Moves,Kameo Fatality,"BDD,KAMEO",Easy Fatality,Hold EX+1,,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Motaro,Kameo Moves,Special Moves,,Centaurian Warp,KAMEO,,,,,15,1,55,,,,,,"• During Start-Up, hold B/F/U for Close/Far/Very Far Centaurian Warp"
Motaro,Kameo Moves,Special Moves,,(Close) Centaurian Warp,"KAMEO,B",,,,,15,1,55,,,,,,
Motaro,Kameo Moves,Special Moves,,(Far) Centaurian Warp,"KAMEO,F",,,,,15,1,55,,,,,,
Motaro,Kameo Moves,Special Moves,,(Very Far) Centaurian Warp,"KAMEO,U",,,,,15,1,55,,,,,,
Motaro,Kameo Moves,Special Moves,,Reflect,B+KAMEO,,,,,37,,36,,,,,Projectile Reflect,• Reflects or negates most projectiles
Motaro,Kameo Moves,Special Moves,B+KAMEO,Moving Reflect,Hold KAMEO,,,,,,,,,,,,Projectile Reflect,• Motaro walks forward during Reflect while KAMEO is held
Motaro,Kameo Moves,Special Moves,,Tail Shot,F+KAMEO,40.00,15.000,,Low,26,10,8,,29,13,13,Invulnerability,• Has Invulnerability when performed as a Getup or Reversal
Motaro,Kameo Moves,Special Moves,,Tail Turret,D+KAMEO,102.90,45.000,,Mid,40,,39,,61,112,112,,
Motaro,Kameo Moves,Fatal Blow,,Charge!,(During Fatal Blow Intro) KAMEO,350.00,22.500,,Mid,16,3,,,,,,Armor,
Motaro,Kameo Moves,Throws,,When The Bull Grabs You,F+THROW or F+1+3,120.00,,,Throw,10,2,33,,10,,,,• Shove performed instead when Kameo is unavailable
Motaro,Kameo Moves,Kameo Fatality,,(Mid) Brain Blast,FDD+KAMEO,,,,,,,,,,,,,• Jump Distance
Motaro,Kameo Moves,Kameo Fatality,FDD+KAMEO,Easy Fatality,Hold EX+1,,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Sareena,Kameo Moves,Special Moves,,Jataaka's Kurse,KAMEO,,,,Unblockable,31,,,,,,,,"• Drains opponent's Super Meter
• Decreases damage taken from opponent"
Sareena,Kameo Moves,Special Moves,,Jataaka's Blessing,D+KAMEO,,,,Unblockable,31,,,,,,,Buff,• Main fighter standing within Jataaka's Blessing area deals more damage and gradually gains Super Meter
Sareena,Kameo Moves,Special Moves,,Kia's Blades,B+KAMEO,68.00,35.000,,High,26,,,,47,28,28,,
Sareena,Kameo Moves,Special Moves,,Old Moon,F+KAMEO,60.00,17.500,,High,23,38,23,,33,-2,-2,,
Sareena,Kameo Moves,Special Moves,,Demonic Dance,U+KAMEO,60.00,17.500,,Mid,20,6,19,,44,-3,-3,Invulnerability,• Has Invulnerability when performed as a Getup or Reversal
Sareena,Kameo Moves,Throws,,Dark Harvest,F+THROW or F+1+3,120.00,,,Throw,10,2,33,,9,,,,• Shove performed instead when Kameo is unavailable
Sareena,Kameo Moves,Kameo Fatality,,(Mid) Inner Demon,"BDD,KAMEO",,,,,,,,,,,,,• Jump Distance
Sareena,Kameo Moves,Kameo Fatality,"BDD,KAMEO",Easy Fatality,Hold EX+1,,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Scorpion,Kameo Moves,Special Moves,,Fire Breath,KAMEO,48.00,,,Unblockable,45,28,,,128,,,,
,,,KAMEO,Aura Of Flame,Hold KAMEO,50.00,,,Unblockable,35,,4,,,,,,"• Hits nearby opponents for direct damage
• Sets nearby main fighter aflame for a duration
• Enflamed main fighter deals damage over time to nearby foes"
Scorpion,Kameo Moves,Special Moves,,(Mid) Fire Breath,D+KAMEO,48.00,,,Unblockable,45,28,,,128,,,,
,,,D+KAMEO,Aura Of Flame,Hold KAMEO,50.00,,,Unblockable,35,,4,,,,,,"• Hits nearby opponents for direct damage
• Sets nearby main fighter aflame for a duration
• Enflamed main fighter deals damage over time to nearby foes"
Scorpion,Kameo Moves,Special Moves,,(Far) Fire Breath,U+KAMEO,48.00,,,Unblockable,45,28,,,128,,,,
,,,U+KAMEO,Aura Of Flame,Hold KAMEO,50.00,,,Unblockable,35,,4,,,,,,"• Hits nearby opponents for direct damage
• Sets nearby main fighter aflame for a duration
• Enflamed main fighter deals damage over time to nearby foes"
Scorpion,Kameo Moves,Special Moves,,Get Over Here,B+KAMEO,,,,,11,9,58,,,,,Armor,• Has Armor
Scorpion,Kameo Moves,Special Moves,,Hell Blades,F+KAMEO,40.00,15.000,,Overhead,30,3,13,,78,-2,-2,,• Victim slowly collapses on Hit
Scorpion,Kameo Moves,Throws,,Dynamic Entrance,F+THROW or F+1+3,120.00,,,Throw,10,2,33,,2,,,,• Shove performed instead when Kameo is unavailable
Scorpion,Kameo Moves,Kameo Fatality,,(Mid) Toasty!!!,"DFD,KAMEO",,,,,,,,,,,,,• Jump Distance
Scorpion,Kameo Moves,Kameo Fatality,"DFD,KAMEO",Easy Fatality,Hold EX+1,,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Sektor,Kameo Moves,Special Moves,,Up Rocket,KAMEO,40.00,15.000,,Mid,40,,50,,,,,,
Sektor,Kameo Moves,Special Moves,KAMEO,Activate Homing,Hold KAMEO,64.00,28.750,,Mid,63,,51,,,,,,
Sektor,Kameo Moves,Special Moves,,Position Behind,U+KAMEO,40.00,15.000,,Mid,40,,50,,,,,,
Sektor,Kameo Moves,Special Moves,U+KAMEO,Activate Homing,Hold KAMEO,64.00,28.750,,Mid,63,,51,44,136,118,118,,
Sektor,Kameo Moves,Special Moves,,Position In Front,D+KAMEO,40.00,15.000,,Mid,40,,50,,,,,,
Sektor,Kameo Moves,Special Moves,D+KAMEO,Activate Homing,Hold KAMEO,64.00,28.750,,Mid,63,,51,44,136,118,118,,
Sektor,Kameo Moves,Special Moves,,Tele-Punch,B+KAMEO,60.00,17.500,,Mid,29,8,31,,57,-17,-17,,
Sektor,Kameo Moves,Special Moves,,Flame Thrower,F+KAMEO,90.00,31.250,,Mid,21,42,30,,19,3,-7,Invulnerability,"• Has Invulnerability when performed as a Getup
• 2nd hit is vulnerable to Up Block
• Cancelable on block or miss by holding B+KAMEO"
Sektor,Kameo Moves,Special Moves,F+KAMEO,Flame Thrower Cancel,"F+KAMEO, B+KAMEO",,15.000,,Mid,21,15,20,,,-3,-3,,
Sektor,Kameo Moves,Fatal Blow,,Straight Missile,(During Fatal Blow Intro) KAMEO,350.00,22.500,,,,,,,,,,,
Sektor,Kameo Moves,Throws,,Fourth Of Ju-Die,F+THROW or F+1+3,110.00,,,Throw,10,2,33,,13,,,,• Shove performed instead when Kameo is unavailable
Sektor,Kameo Moves,Kameo Fatality,,(Mid) Kompactor,"BFB,KAMEO",,,,,,,,,,,,,• Jump Distance
Sektor,Kameo Moves,Kameo Fatality,"BFB,KAMEO",Easy Fatality,Hold EX+1,,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Shujinko,Kameo Moves,Special Moves,,Passing Time,KAMEO,,,,,,,,,,,,,"• Builds Kameo Gauge (Shujinko does not build Kameo Gauge normally)
• Tap KAMEO to stop Passing Time"
Shujinko,Kameo Moves,Special Moves,KAMEO,Passing Time Delay,Hold KAMEO,,,,,,,,,,,,,• Release KAMEO to begin Passing Time
Shujinko,Kameo Moves,Special Moves,KAMEO,REALLY Passing Time,D,,,,,,,,,,,,,"• Builds Kameo Gauge (Shujinko does not build Kameo Gauge normally)
• Tap KAMEO to stop Passing Time"
Shujinko,Kameo Moves,Special Moves,,Peace Out,KAMEO,,,,,,,,,,,,,• Ends Passing Time or REALLY Passing Time
Shujinko,Kameo Moves,Special Moves,,Apep Punch,F+KAMEO,60.00,17.500,,High,20,3,25,,23,-6,-6,,"• Leads into Passing Time or REALLY Passing Time
• Cancelable into Mimic or Kopy Kat"
Shujinko,Kameo Moves,Special Moves,F+KAMEO,REALLY Passing Time,D,,,,,,,,,,,,,"• Builds Kameo Gauge (Shujinko does not build Kameo Gauge normally)
• Tap KAMEO to stop Passing Time"
Shujinko,Kameo Moves,Special Moves,F+KAMEO,Kingdoms Krumble,"F+KAMEO, U+KAMEO",40.00,15.000,,Mid,8,,,,111,-13,-13,,• Victim slowly collapses on Hit
Shujinko,Kameo Moves,Special Moves,,Konquest Kick,B+KAMEO,60.00,17.500,,Mid,20,3,32,,13,-13,-13,,"• Leads into Passing Time or REALLY Passing Time
• Cancelable into Mimic or Kopy Kat"
Shujinko,Kameo Moves,Special Moves,B+KAMEO,REALLY Passing Time,D,,,,,,,,,,,,,"• Builds Kameo Gauge (Shujinko does not build Kameo Gauge normally)
• Tap KAMEO to stop Passing Time"
Shujinko,Kameo Moves,Special Moves,B+KAMEO,Waterfall Chop,"B+KAMEO, U+KAMEO",60.00,17.500,,Overhead,24,,,,31,-7,-7,,
Shujinko,Kameo Moves,Special Moves,,Mimic,DB+KAMEO,,,,,,,,,,,,,"• Imitate opponent's Special Moves
• Requires full Kameo Gauge
• Hold D During Start-Up for Alternate Special Move"
Shujinko,Kameo Moves,Special Moves,,Kopy Kat,DF+KAMEO,,,,,,,,,,,,,"• Imitate opponent's Special Moves
• Requires half Kameo Gauge
• Hold U During Start-Up for Alternate Special Move"
Shujinko,Kameo Moves,Special Moves,,Flatter,"DB+KAMEO,D",,,,,,,,,,,,,"• Imitate opponent's Special Moves
• Requires full Kameo Gauge"
Shujinko,Kameo Moves,Special Moves,,Steal,"DF+KAMEO,U",,,,,,,,,,,,,"• Imitate opponent's Special Moves
• Requires half Kameo Gauge"
Shujinko,Kameo Moves,Throws,,I Know You Are But What Am I,F+THROW or F+1+3,110.00,,,Throw,10,2,33,,5,,,,• Shove performed instead when Kameo is unavailable
Shujinko,Kameo Moves,Kameo Fatality,,(Mid) Five Point Strike,"DBD,KAMEO",,,,,,,,,,,,,• Jump Distance
Shujinko,Kameo Moves,Kameo Fatality,"DBD,KAMEO",Easy Fatality,Hold EX+1,,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Sonya,Kameo Moves,Special Moves,,Square Wave,KAMEO,60.00,,,Unblockable,31,19,,,103,,,,
Sonya,Kameo Moves,Special Moves,,Leg Grab,B+KAMEO,36.00,12.500,,Overhead,25,3,27,,84,1,1,Invulnerability,"• Has Invulnerability when performed as a Getup or Reversal
• Vulnerable to Up Block"
Sonya,Kameo Moves,Special Moves,,Energy Rings,F+KAMEO,60.00,17.500,,Mid,33,,20,,21,-4,-4,,
Sonya,Kameo Moves,Special Moves,F+KAMEO,Charge,Hold KAMEO,90.00,21.250,,Mid,91,20,,,,,,,
Sonya,Kameo Moves,Special Moves,F+KAMEO,Cancel,DD,,,,,,,,,,,,,
Sonya,Kameo Moves,Special Moves,,(Air) Ricochet Dive Kick,D+KAMEO,50.00,16.250,,Overhead,8,24,35,,,,,,
Sonya,Kameo Moves,Special Moves,D+KAMEO,(Air) Bicycle Kick,D+Hold KAMEO,110.00,,,Mid,13,,,,,,,,• Advantage on Hit allows for Jump Attack follow-up
Sonya,Kameo Moves,Throws,,Blade Kutter,F+THROW or F+1+3,140.00,,,Throw,10,2,33,,2,,,,• Shove performed instead when Kameo is unavailable
Sonya,Kameo Moves,Kameo Fatality,,(Mid) Kiss,"BFD,KAMEO",,,,,,,,,,,,,• Jump Distance
Sonya,Kameo Moves,Kameo Fatality,"BFD,KAMEO",Easy Fatality,Hold EX+1,,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Stryker,Kameo Moves,Special Moves,,Lethal Takedown,KAMEO,60.00,17.500,,Low,26,4,17,,52,1,1,Invulnerability,• Has Invulnerability when performed as a Getup
Stryker,Kameo Moves,Special Moves,,Low Grenade Toss,B+KAMEO,55.50,27.500,,Mid,57,28,,,95,77,77,,
Stryker,Kameo Moves,Special Moves,,High Grenade Toss,F+KAMEO,55.50,27.500,,Mid,59,26,,,136,79,79,,
Stryker,Kameo Moves,Special Moves,,Kuffed,D+KAMEO,36.00,12.500,,High,22,2,22,,35,2,2,,
Stryker,Kameo Moves,Special Moves,,Cop Bop,U+KAMEO,60.00,17.500,,Overhead,22,3,16,,32,6,6,Invulnerability,• Has Invulnerability when performed as a Getup
Stryker,Kameo Moves,Throws,,Flashed And Banged,F+THROW or F+1+3,110.00,,,Throw,10,2,33,,11,,,,• Shove performed instead when Kameo is unavailable
Stryker,Kameo Moves,Kameo Fatality,,(Mid) Safety Vest,"FDF,KAMEO",,,,,,,,,,,,,
Stryker,Kameo Moves,Kameo Fatality,"FDF,KAMEO",Easy Fatality,Hold EX+1,,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Sub-Zero,Kameo Moves,Special Moves,,Arctic Armor,KAMEO,,,,,23,1,,,,,,Projectile Immunity,"• Invulnerable to projectiles for a duration
• Cancelable into Kold Shoulder"
Sub-Zero,Kameo Moves,Special Moves,,(During Arctic Armor) Kold Shoulder,F+KAMEO or B+KAMEO,60.00,17.500,,Mid,23,14,19,,32,-1,-1,Invulnerability,• Has Invulnerability when performed as a Getup or Reversal
Sub-Zero,Kameo Moves,Special Moves,,Kold Shoulder,B+KAMEO,60.00,17.500,,Mid,23,14,19,,32,-1,-1,Invulnerability,• Has Invulnerability when performed as a Getup or Reversal
Sub-Zero,Kameo Moves,Special Moves,,Deep Freeze,D+KAMEO,10.00,,,,8,71,16,,,,,Parry,"• Parries High, Mid, Overhead, and Jumping Attacks"
Sub-Zero,Kameo Moves,Special Moves,D+KAMEO,Cancel Deep Freeze,"D+KAMEO, B+KAMEO",,,,,,,,,,,,,
Sub-Zero,Kameo Moves,Special Moves,D+KAMEO,Iceball Special,"D+KAMEO, F+KAMEO",60.00,17.500,,Mid,30,7,,,,,,,
Sub-Zero,Kameo Moves,Special Moves,,Iced Out,F+KAMEO,30.00,13.750,,Mid,23,17,31,,117,-17,-17,,
Sub-Zero,Kameo Moves,Throws,,Unhappy Feet,F+THROW or F+1+3,130.00,,,Throw,10,2,33,,11,,,,• Shove performed instead when Kameo is unavailable
Sub-Zero,Kameo Moves,Kameo Fatality,,(Mid) Spine Rip,"FDF,KAMEO",,,,,,,,,,,,,• Jump Distance
Sub-Zero,Kameo Moves,Kameo Fatality,"FDF,KAMEO",Easy Fatality,Hold EX+1,,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Tremor,Kameo Moves,Special Moves,,Transmute Up,KAMEO,,,,,1,,0,48,,,,,"• Tremor cycles up through Aftershock, Metallic, and Crystalline Variations
• Cancelable into other Kameo Attacks after Variation change"
Tremor,Kameo Moves,Special Moves,,Transmute Down,D+KAMEO,,,,,1,,0,50,,,,,"• Tremor cycles down through Aftershock, Metallic, and Crystalline Variations
• Cancelable into other Kameo Attacks after Variation change"
Tremor,Kameo Moves,Aftershock Form,,Rock Punch,F+KAMEO,60.00,17.500,,High,20,8,19,,36,0,0,,• Aftershock only
Tremor,Kameo Moves,Aftershock Form,,Rock Punch Uppercrust,U+KAMEO,50.00,16.250,,Mid,20,4,19,,60,-16,-16,,"• Aftershock only
• Cancelable on Hit into Jump"
Tremor,Kameo Moves,Aftershock Form,,Ground Pound,B+KAMEO,75.00,15.000,,Low,27,3,30,,22,-12,-12,,• Aftershock only
Tremor,Kameo Moves,Metallic Form,,Lava Burst,F+KAMEO,60.00,17.500,,Mid,29,6,22,,42,4,4,,• Metallic only
Tremor,Kameo Moves,Metallic Form,,Eruption,U+KAMEO,60.00,,,Unblockable,26,12,20,,49,,,,• Metallic only
Tremor,Kameo Moves,Metallic Form,,Rolling Rock,B+KAMEO,50.00,16.250,,Low,38,,,,40,4,4,,• Metallic only
Tremor,Kameo Moves,Metallic Form,B+KAMEO,Rock Toss,Hold KAMEO,50.00,16.250,,Overhead,23,38,36,,0,0,0,,• Metallic only
Tremor,Kameo Moves,Crystalline Form,,Crystal Wall Punch,F+KAMEO,60.00,17.500,,Mid,23,24,18,,22,-8,-8,"Projectile Immunity, Invulnerability","• Crystalline only
• Reflect or negates most projectiles
• Has Invulnerability when performed as a Getup or Reversal"
Tremor,Kameo Moves,Crystalline Form,,Crystal Armor,B+KAMEO,,,,,1,,76,,,,,,"• Crystalline only
• Cannot be knocked down or thrown while Crystal Armor is active"
Tremor,Kameo Moves,Throws,,Extinction Event,F+THROW or F+1+3,130.00,,,Throw,10,2,33,,8,,,,• Shove performed instead when Kameo is unavailable
Tremor,Kameo Moves,Kameo Fatality,,Disembowling Ball,"DFB,KAMEO",,,,,,,,,,,,,